Index,text
11972,_DD _Mertes Im Übrigen gibt es mit der politischen Linken einen starken Gegner des christlichen Fundamentalismus.
11973,"Das ist leider nicht das 1.mal,da sieht man mal wieder wie wir manipuliert werden.Das Schlimme ist, viele glauben auch noch alles was sie sehen."
11974,"Millionen Muslime sitzen in Westafrika, Nordafrika, Afghanistan und dem Irak auf gepackten Koffern. Die warten alle nur auf den Marschbefehl der IS-Führung - spätestens im Frühjahr geht es los. Wer glaubt, das war jetzt schon der Höhepunkt, täuscht sich völlig - so blöde, zum Winteranfang jetzt loszumarschieren, sind die nicht. D.h. wenn Europa bis zum Frühjahr nicht eine funktionierende Grenzsicherung a la USA oder Australien hinbekommt (ja, deren Grenzen funktionieren, auch wenn die USA 1 Mio sorgfältig ausgewählter Migranten pro Jahr reinlassen), wird es recht eng hier werden. Die paar 100.000 Flüchtigen werden wir schon noch verkraften, aber die Millionen, die noch kommen wollen, definitiv nicht mehr."
11975,"Man sollte sich die Namen derer gut merken, die das aus unserem DEUTSCHLAND gemacht haben! Immer mehr Leute biegen RECHTS ab, angesichts ANTIJÜDISCHER PALÄSTINAApologetik und ISLAMverherrlichung! UND FRAUEN, laßt euch nicht durch GRÜNE Genderscheiße in den Untergang treiben !"
11976,"Lenni, der vor fünf Jahren 'beigetreten' ist und wahrscheinlich in weiteren fünf Jahren volljährig sein wird, ist ein weiteres Beispiel dafür, was passiert, wenn man Kinder freitags demonstrieren lässt, anstatt ihnen Bildung einzubläuen. https://t.co/739ibVwqSv"
11977, _ Nur nicht gegen 10 Neger gegen eine Frau z.b. Wie es wohl war.
11978,"Dann würde das Volk,die Machenschaften und die Geldschieberein der Politiker aufdecken..Das werden die freiwillig nicht zulassen"
11979,Na klar und dieses Jahr gibt's auch wieder Weihnachtsgeld.
11980,SPD: Andrea Nahles kündigt Rücktritt als Partei- und Fraktionschefin an  Wird sie jetzt Rummelboxerin🤔🤔😂😂  da kann sie ja dann dort vielleicht  vielen paar uff die Fresse hauen was ja in Berlin nicht klappte  eine der schlechtesten aus der Politik geht‼️‼️  UND DAS IST GUT SO👍👏 https://t.co/J6rfh3EWTQ
11981,"Ganz ehrlich? Ich hab von unsern Gutmenschen auch die Schnauze voll. Aber was ihr da zu euren Artikeln schreibt ist tatsächlich sehr häufig unsachlicher Mist. Ihr gebt keine Belege für eure Argumente ab und das macht eure Aussagen erstmal nur zu Unterstellungen. Warum sollte euch jemand glauben? Kann doch sein, dass ihr auch nur rechtsextreme Rattenfänger seid. Ihr solltet euch um mehr Glaubhaftigkeit bemühen."
11982," Dann verstehe ich Deinen Tweet nicht. Intersexualität ist nichts, was man sich ausdenkt. Sondern eine biologisch determinierte Abweichung."
11983,"#Fakt: Flüchtlingskinder haben ein 5mal höheres Risiko, keine oder nur geringe #Schulbildung zu erlangen."
11984," _HD Ein Imam liest aus dem Koran ,eine Hetzerreligion gegen Christen,bei der Breitscheidplatz-Gedenkfeier.Was für ein Hohn!!!!!!!"
11985,Das ist Schwachsinn! Jeder hat das Recht seine Meinung zu ändern und Fehler einzugestehen! Das ganze hat was von Hetze und Verfolgung gegen die eigenen Leute. Ich hoffe das die Leute denen das Gefällt noch nie eine Entscheidung revidiert haben....sonst seit ja ihr die nächsten die abgeholt werden und dann nie wieder auftauchen! War ja schon mal so.........
11986,"Immer mehr Diktatur, Unterdrückung und Beschränkung der Menschenrechte und der Meinungsfreiheit. |LBR| Das wird Deutschland 2018."
11987,"Hakan Taş wurde heute in Berlin attackiert und dabei am Kopf verletzt. Der Täter beschimpfte ihn auf türkisch u.a. als ""Vaterlandsverräter"". Wir sind entsetzt und hoffen, dass der Täter ausgemacht und belangt werden kann. |LBR| Vor allem aber: Gute Besserung,  !"
11988,scheiss gsindl
11989,_Lucky So traurig es so zu sehen..
11990,"#Dieselgipfel Verursacherprinzip muss gelten: Nicht Verbraucher, Konzerne müssen die Kosten tragen. (3)"
11991,"Tja, Frauke soll mit aller Macht und Gewalt fertig gemacht werden - es geht schließlich der gesamten Parteienlandschaft Deutschlands an den Kragen! Ich bewundere ihre souveränen Auftritte. Es ist schon schlimm wie die Politiker über jemanden herfallen, der nicht in dasselbe Horn stoßen, sondern die Deichsel des Karrens herum reißen will. Ganz Europa lacht doch bloß noch über uns..."
11992,"Die Muslime wollen sich in Deutschland auch mal beerdigen lassen, Vordern aber die Kreuzte abzuschaffen, sind sie nicht feindlich gegenüber den Christen?"
11993,Die Österreicher haben die Brandschatzungen und Überfälle der Muslime nicht |LBR| vergessen und sie damals davongejagt. Das gilt heute noch.
11994,  Das geht der Frau Merkel garantiert am Arsch vorbei. Die heuchelt mit anderen Politikern nun wieder Erschütterung + fertig
11995,Noch nicht einmal nationale Menschen können ehrlich sein.Das wird dann mit Alkohol entschuldigt. Ekelhaft!
11996,Eine der traurigsten Storys dieser Tage: Schwarz-Grün hat das Todesurteil über einen der letzten Naturwälder in Deutschland gesprochen. Wie CDU/Grüne den Reinhardswald vernichten. Schauen Sie sich die Bilder an. Biden Sie sich IHR Urteil. https://t.co/B6qBoyDIPd
11997,"Afrikaner randaliert während Abschiebung! Was passiert? Zwang? Fesseln? Nein! Beamte brechen die Abschiebung ab! Er wird Wochen später im Privatjet (Kosten 165.000 €!) mit 6 Polizisten, Medizinern sowie Dolmetscher zurück an die Elfenbeinküste geflogen!  https://t.co/FHJ1VRlrsU"
11998,die brauchen wir wirklich nicht
11999,@Uwe_Junge_MdL Volker Beck hat das auch selbst schon oft öffentlich angeprangert. Er ist einer der wenigen die da auch auf sowas und den Antisemitismus von moslemischen MitbürgerINNEN hinweist. Er ist da echt ein aufrechter ehrlicher Mann der Respekt verdient
12000,Die SPD-Schlußfolgerung aus dem #Brexit: Staatsbürgerschaft verschleudern um sich ein neues willigeres Volk suchen. https://t.co/9WyLjddCtj
12001,  _vStorch DURCHSEUCHTES SYSTEM ist ein völlig legitiemer Ausdruck für den Scheiß der von LINKSGRÜN verursacht wird !Es gibt kein NAZI-Sprech oder so ein Scheiß ! Hat auch mal nichts mit Anstand oder Erziehung zu tun ! Denn wenn man anständig erzogen wurde dann geht man nicht zur Antifa  !
12002,Natürlich seid Ihr dazu in der Lage.
12003," Unsinn. Es geht um Kompromisse, nicht um Gleichschaltung. Sie reden ja schon wie AfD-ler."
12004,"   _de  Die öffentlich-unrechten ANSTALTEN / #kika |LBR| werden sich ganz nach merkelschem Vorbild berauten,abwarten,Zeit ins Land streichen lassen,abwarten,abwarten |LBR| und dann eine solche Sendung unbehelligt und frei von Scham wieder ausgraben. |LBR| #Rundfunkrat"
12005,"#Salvini @MatteoSalviniMi hält die jüdisch-christliche Prägung, die Traditionen, Werte &amp; Identität der Italiener u. von #Europa hoch.  #Italien'ische Wähler 👥: Kein Priester, kein Bischof ✝️, kein #Papst hat diese Botschaft so intensiv &amp; emotional gebracht  https://t.co/Ull1O49uHE"
12006,Deutschland 2019 - ein Irrenhaus:  Merkel und ihre Komplizen lassen  Millionen Illegale ins Land und verschärfen damit unter anderem die  Wohnungsknappheit. Linksextreme verüben Terroranschläge auf  Immobilieneigentümer und ...  https://t.co/tU2peAaVXx  https://t.co/JHeDhe74W7 https://t.co/gOqnX1EsgK
12007,"Und was habt ihr alle davon auf ""die Straße zu gehen"" !? Außer, dass so jeden Montag Abend der Eindruck erweckt wird, der Rosenmontagszug sei vorverlegt!? :D ....da ihr ja alle so gerne auf der Straße rumlungert, könnt ihr ja dann eure Wohnungen den Flüchtlingen überlassen, ihr seid ja eh nie zu Hause :) 
#AntiPegida"
12008,"Kein Thema, nen günstigen Webspace mieten und einfach auf die Bilder und Videos die darauf gehostet sind verlinken. ??????"
12009,"Da können die Kulturbereicherer ja gleich noch Kino mit 3 D und Schwimmbad mit muslimfreundlichen Öffnungszeiten bekommen.>:) 
Natürlich bezahlt vom dummen einheimischen Steuerzahler :("
12010,Orban oder Merkel.Eindeutig. Frau Merkel hat gescheitert.
12011,"Genau, den #Weltfrieden retten und den #Krieg mit diversen #Fachkräften gewinnen! Falsche #Schwerpunktsetzung! Erst mal wieder kämpfen können und kämpfen wollen! https://t.co/p8kiSBPVGu"
12012,_Deutschland Danke an das ganze WWF-Team! Und an die kolossal guten Twitterer!
12013,"Nur ""beruhigende"" Worte, oder will tatsächlich jemand noch glauben, dass die Gerichte dieses umsetzen würden?"
12014," Zum Ritter geschlagen, weil er viel Geld an Hospitäler gespendet hat - Ablasshandel - vor denen, die am meisten Spenden, sollte man auf der Hut sein"
12015,"#ekdsynode „Wir müssen über die Gestaltung des Gottesdienstes nachdenken. Der Gottesdienst muss einladender und professioneller werden, und er muss – um schon einmal einen ersten konkreten Vorschlag anzubringen – kürzer werden.“ Impulsreferat von Detlef Pollack"
12016,"   Ach du Scheisse, ist der immer noch im Amt?"
12017,     So bin ich. Weisheit jenseits menschlicher Vorstellungskraft.
12018,Heute ist schon ein ironischer Tag:  Sebastian #Kurz wird aus dem Kanzleramt gejagt.  HC Strache schafft es ins EU-Parlament.  Genial!   #KurzSchluss #voteStrache https://t.co/dFGaJsHAos
12019,  Unsere Häuser und Wohnungen mit Nazis raus beschmieren oder was
12020, Ist er noch nicht weg? Er will DE doch mit sämtl. Muslimen verlassen wenn die AFD ind den Bundestag einzieht. |LBR| Unzuverlässiger Moslem🖕
12021,"Und der Heiko Maas heult schon wieder rum als ob es kein Morgen gäbe....
Liebes Orgateam,  könnt ihr dem mal ne Einladung für Montags schicken ?! 
Der brauch mal ne Konfrontationstherapie glaub ich.

Nich das der arme Mann noch in der Klappse landet wegen uns ???"
12022,Sauerei....???
12023,Für mich gibt es nur noch die AfD
12024,"@Hartes_Geld Was sind das für Volldeppen... 😂👌🤡😂    'Stimmung machen für die Europawahl' dann musste er aber  schnell noch mal überlegen, was der offizielle Grund für diese Stimmung war.  ..bevor er noch den wahren Grund ausplaudert.  #AfD"
12025,"Realität ist eine Illusion, allerdings eine sehr hartnäckige. Albert Schweitzer"
12026,Stiefvater von Leonie (4) David H. wird als ihr Mörder gesucht und konnte aus der Polizeiwache (!) fliehen! Unglaublich! Wer weiß wo er sich aufhält? Bild im Artikel. #Torgelow https://t.co/xMg2WWD3JY
12027,"und warum sollen sie in den Arbeitsmarkt integriert werden, da steckt doch mehr dahinter. Bin auf die Reaktion der Gewerkschaften gespannt, denen geht's doch dann auch an den Geldbeutel"
12028,"Die Eier dieser Frau sind größer als die des gesamten österreichischen/Deutschen Dilettanten-Vereins, der sich Staatsführung nennt. Wäre diese Rede mit Fäusten ausgetragen worden, würde Merkel nur noch röchelnd in ihrer Blutlache liegen."
12029,Heute Ältestenrat zur Vorbereitung der nächsten Landtagssitzung. |LBR| Später diverse Medientermine. |LBR| Nachmittags zu Gesprächen nach Lübeck und zum IHK Neujahrsempfang.
12030,"Es wird alles manipuliert. Die Meinung, das politische Spektrum, die Zahlen, die Straftaten, die Bilder in Medien, der Auftritt von Pegida, dass Fachkräfte-Bild, Talkshows, die Zahlen der Demonstranten, Diffamierungen und Verurteilungen. Alles. Deutschland befindet sich im Meinungskrieg. Den Medien und den politischen Machthabern ist alles recht. Konnte man doch alles wunderbar von der DDR lernen. 40 Jahre hielt man durch. Also kann man auch diese Überwanderung verkaufen."
12031,"Ist doch kein Zufall das sie in Nachrichten und Presse nur noch von Tätern reden ohne weiter auf sie einzugehen ES SEI DENN ES SIND DEUTSCHE TÄTER dann wird es himmeljauchzend in den Nachrichten aufgebauscht.
Grundsätzlich kann man wohl von ausgehen das ALLES was an Straftaten publik wird und NICHT ausdrücklich einem Deutschen in die Schuhe geschoben wird von ""Ausländern"" verübt wurde ."
12032,HAHAHAHAHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHAAAAA
12033,". hat sich als junger Mann vor der Bundeswehr gedrückt, ist als Steuerflüchtling ins Ausland gegangen und hat in D massiv Steuern hinterzogen. Jetzt nennt er sich einen ""Patrioten"". Diese Definition hat er wohl exklusiv."
12034,"Die SPD verstößt schon wieder gegen die Allgemeinen Grundsätze!Das lernt man schon in der Studienzeit,'nie Ungrade Gruppen bilden',da ist immer einer das 5.Rad am Wagen!Ganz klar,deshalb so Katastrophale Ergebnisse!"
12035,"Martin Schulz gleich im ZDF UM 19.25.da erzählt der Martin bestimmt das die Bürgerversicherung kommt, das es KEINE Obergrenze geben wird und sowas tolles eben... oder Martin? |LBR| #spdybit #SPDerneuern #Sondierungen"
12036,"Leider haben die Gutmenschen den verstand verloren und wachen erst dann auf wahrscheinlich wohlbemerkt wenn deutschland voll kommen am boden ist, erst dann klappt denen die kienlade runter und gucken wie die kuh wenns donnert."
12037,...ich komm mir grad vor wie n`Wackeldackel...nur halt mit *kopfschüttel*
12038,"eine bodenlose #Heuchlerei und #Frechheit wie in der  über 12 Tote vor einem Jahr berichtet wird, wie viele Kinder sind in dieser Zeit verhungert? Wo bleibt dieser Bericht?"
12039,'Ein Video von 75 illegalen Migranten auf einem Schiff in Zarzis sorgte für Aufregung. Die vorwiegend jungen Männer skandierten ihre Forderung nach Einreise in d EU. Die tunesische Regierung hat jetzt beschlossen: Die Männer müssen in ihre Heimat zurück.'    https://t.co/QYoUcvpJG6
12040,"Lest das Buch ''Gekaufte Journalisten,,von Uwe Ulfkotte und ihr wisst wie die Lügenmachine funktionert."
12041,#illner. deutsche Wirtschaft hat sich vor Freude auf #asylanten überschlagen. jetzt ziehen alle den schwanz ein. Warum nur?
12042, _Linke   Warum kommen solche Sendungen nur im Sparten-TV
12043," |LBR| Und mehr Kampf gegen Extremisten ,aber nur gegen Rechts und Islamisten.Linke bleiben wie immer verschont."
12044,_donalphonso Wo ist der Zusammenhang zum Artikel?
12045,"Oh Gott, sehe gerade Laschet in den n-tv Nachrichten, ich glaube ich muss ko***, mir ist schlecht 🤢🤢🤢"
12046,Bayern: Richter klagen über massive Zunahme von Asylverfahren - Bald könnten sie jeden zweiten Fall ausmachen... https://t.co/9uAe6NLC6f
12047,"Wer bei der Edelsteakhaus-Kette „Hohoffs 800° in #Hagen oder #Hamm gerne Essen gehen wollte, steht nun vor verschlossener Türe  die Gastronomie hat Insolvenz angemeldet wegen Pachtrückständen in knapp sechsstelliger Höhe  #futschi  https://t.co/8kk4WV0diG"
12048,Medienberichten zufolge erlitt Israels ehem. Präsident Shimon Peres Schlaganfall und befindet sich im Krankenhaus. Zustand ernst. #Israel
12049,"  _regional Man hört garnix von jüdischen Organisationen,wenn wir deutsche was falsches sagen wird in allen Gazetten ein Aufstand gemacht."
12050,"Kein Wunder,er ist wahrscheinlich,ein Psychopath!  Wahrscheinlich ist er schon so tief im Korruptionssumpf verstrickt,das es gefährlicher ist aufzuhören und zur Wahl zu stellen!So wohl auch Putin! https://t.co/2MZ5YJ8s62"
12051,"Grundgesetz nur noch für Erlauchte und Ausgewählte! Typische, sozialistische Demokratur!"
12052, Trotzdem schaffen sie wahnsinnig großartige Arbeit! Wir sind beeindruckt von den mutigen Frauen!
12053,Gedenkaccount für die Opfer rechter Gewalt (Jahrestage und Ereignisse): 
12054,'Im Gepäck eines 23-Jährigen fanden sie zwei Sturmgewehre vom Typ Kalaschnikow und eine Pumpgun …“  Kein Haftbefehl.  #Kontrollverlust  https://t.co/MTHbPzQNp4
12055,"Passiert, wenn man sich nicht abspricht.  SWR-Artikel vom 29.5.2019  Tagesschau vom 04.06.2019 https://t.co/KHxqVpA1Dj"
12056, Schadenfreude ist die schönste Freude!🤣
12057,bedauerlicher Einzelfall????
12058,"_BaB  Was hat eine abgewählte, deutschfeindliche SPD-Null, hier noch zu labern?"
12059,"wenn zwangsverheitatete Frauen oder gar Kinder Asyl fordern ist das absolut berechtigt!!!!! Die sind auch herzlich willkommen. Allen, denen nach den Gesetzen der Scharia bzw. des Korans Verfolgung droht sind BEI MIR herzlich willkommen...-Nicht aber die dafür verantwortlichen Täter !!! die derzeit nahezu UNKONTROLLIERT  sich hier UNGEHINDERT breit machen können... UNSERE GESETZE in UNSEREM LAND und zwar für ALLE. und wer das nicht kapiert gehört abgeschoben OHNE WENN UND ABER!!!!"
12060,Was jeder im Heimnetzwerk hinbekommt...
12061,Jetzt werden sich alle brav von Bundespräsidenten in die Pflicht nehmen lassen und noch einmal miteinander reden. Aber tatsächlich kursiert zwischen den Parteien schon ein Datum für Neuwahlen: 22.04.2018 |LBR| #JamaikaSondierung #Steinmeier
12062,@Uwe_Junge_MdL @PauleHasi13 Verfluchen?Geht es ne Nummer kleiner?
12063,"Um die Flüchtlinge nicht zu verstören, könnten sich unsere Frauen ja angemessen kleiden. Kostet ja nicht die Welt... 
http://www.amazon.de/s/ref=w_bl_sl_s_ap_web_77028031?ie=UTF8&node=77028031&field-brandtextbin=IslamiCCollection"
12064,Lasst alles friedlich ablaufen
12065,"Der harte Kern der Grünen ist bereit, eine Öko-Diktatur zu errichten, wenn es anders nicht geht.  Forderung von Katrin Göring-Eckardt: Grüne wollen Amazon verbieten, Retouren zu vernichten #Verbotspartei https://t.co/enDqrSqO3v via @SPIEGELONLINE"
